packet_size,cdf
817,0.535119
819,0.535132
820,0.535145
824,0.535196
826,0.535209
827,0.535222
830,0.535248
831,0.535274
832,0.536569
833,0.536595
834,0.536608
835,0.536621
837,0.536634
838,0.536685
840,0.53688
841,0.536919
842,0.536932
843,0.536957
846,0.53697
852,0.536996
853,0.537009
855,0.537022
856,0.538265
857,0.538291
859,0.538317
860,0.538343
861,0.538369
863,0.538382
865,0.538395
866,0.538408
872,0.538447
874,0.538485
877,0.538498
878,0.538524
879,0.539754
880,0.539767
884,0.53978
885,0.539832
887,0.539858
888,0.539871
889,0.539884
890,0.539923
891,0.539936
892,0.539975
894,0.539988
896,0.540001
897,0.540013
899,0.540026
900,0.540039
901,0.540052
904,0.54114
905,0.541166
906,0.541179
907,0.541321
909,0.541347
911,0.54136
913,0.541386
914,0.541412
915,0.541425
916,0.541451
918,0.541464
920,0.541477
923,0.541503
924,0.541516
925,0.541541
926,0.54158
927,0.541606
929,0.542564
931,0.54259
932,0.542616
933,0.542642
934,0.542655
935,0.542668
938,0.542681
940,0.542694
941,0.542746
942,0.542759
944,0.542785
946,0.542811
947,0.542823
948,0.542836
949,0.542875
950,0.542901
951,0.542914
954,0.542927
955,0.544028
956,0.544041
958,0.544054
959,0.54408
960,0.544093
961,0.544105
963,0.544118
964,0.544144
967,0.54417
968,0.544183
969,0.544209
971,0.544222
972,0.544235
975,0.544468
978,0.544481
979,0.544494
980,0.544507
981,0.54452
982,0.545491
983,0.545517
987,0.54553
988,0.545556
989,0.545595
993,0.545608
994,0.545621
995,0.545646
996,0.545685
997,0.545698
998,0.545711
999,0.545724
1001,0.54575
1002,0.545763
1003,0.545776
1006,0.545789
1007,0.545802
1009,0.545815
1010,0.546708
1011,0.546721
1013,0.546734
1015,0.546747
1016,0.546773
1017,0.546786
1018,0.546812
1019,0.546838
1020,0.546851
1021,0.54689
1022,0.546903
1023,0.546915
1024,0.546928
1025,0.546954
1026,0.546967
1031,0.54698
1034,0.546993
1035,0.547006
1036,0.547019
1037,0.547032
1038,0.547887
1040,0.5479
1041,0.547913
1042,0.547938
1044,0.547964
1045,0.548146
1047,0.548159
1050,0.548172
1051,0.548197
1052,0.54821
1053,0.548288
1054,0.548314
1057,0.548327
1058,0.548353
1060,0.548392
1062,0.548405
1063,0.548418
1064,0.548431
1066,0.548443
1067,0.549402
1070,0.549428
1073,0.549441
1074,0.549454
1075,0.549466
1077,0.549479
1078,0.549492
1079,0.549505
1081,0.549518
1083,0.549544
1084,0.54957
1085,0.549596
1088,0.549609
1090,0.549622
1091,0.549635
1094,0.549648
1096,0.549661
1098,0.550425
1101,0.550438
1103,0.550451
1104,0.550489
1105,0.550528
1107,0.550541
1109,0.550567
1111,0.55058
1112,0.550593
1113,0.550606
1115,0.550632
1117,0.550658
1118,0.550852
1121,0.550865
1122,0.550878
1123,0.550904
1124,0.55093
1125,0.550943
1127,0.550969
1128,0.550982
1129,0.551668
1131,0.551694
1132,0.551707
1133,0.551746
1135,0.551771
1137,0.551784
1138,0.551797
1139,0.55181
1141,0.551823
1142,0.551862
1143,0.551888
1144,0.551927
1146,0.551953
1147,0.551966
1148,0.551979
1152,0.551992
1153,0.552018
1154,0.55203
1155,0.552043
1159,0.552056
1160,0.552924
1161,0.55295
1163,0.552976
1164,0.553002
1166,0.553053
1168,0.553066
1169,0.553105
1171,0.553131
1172,0.553157
1174,0.55317
1176,0.553183
1177,0.553209
1178,0.553235
1180,0.553261
1181,0.553274
1182,0.553299
1183,0.553325
1184,0.553338
1185,0.553351
1187,0.553364
1190,0.553377
1191,0.55339
1192,0.553494
1193,0.554154
1194,0.554167
1197,0.55418
1198,0.554193
1200,0.554232
1201,0.554245
1202,0.554284
1204,0.554297
1205,0.55431
1208,0.554335
1209,0.554374
1211,0.554413
1212,0.554452
1214,0.554478
1215,0.554491
1216,0.554517
1217,0.554556
1218,0.554581
1219,0.554594
1220,0.554607
1221,0.55462
1223,0.554659
1224,0.554685
1225,0.554698
1227,0.55532
1229,0.555333
1230,0.555371
1231,0.55541
1232,0.555423
1235,0.555436
1237,0.555449
1238,0.555462
1239,0.555501
1240,0.555514
1242,0.555527
1243,0.55554
1244,0.555553
1247,0.555566
1250,0.555592
1251,0.55563
1253,0.555643
1254,0.555669
1255,0.555695
1256,0.555708
1257,0.555721
1259,0.555734
1260,0.555786
1261,0.555812
1262,0.556459
1263,0.556485
1264,0.556498
1265,0.556524
1266,0.556537
1268,0.556563
1269,0.556666
1271,0.556679
1274,0.556692
1275,0.556718
1276,0.556731
1278,0.556744
1280,0.55677
1281,0.556783
1282,0.556796
1283,0.556809
1284,0.556835
1285,0.556848
1287,0.556874
1288,0.556899
1292,0.556912
1293,0.556925
1295,0.556951
1296,0.55699
1297,0.557003
1298,0.557586
1299,0.557625
1300,0.557663
1302,0.557676
1303,0.557702
1311,0.557715
1312,0.557728
1313,0.557741
1314,0.557767
1315,0.557819
1319,0.557845
1320,0.557858
1321,0.557884
1322,0.557897
1323,0.557909
1326,0.557922
1327,0.557935
1329,0.557948
1330,0.557961
1334,0.558013
1335,0.558622
1336,0.558635
1338,0.558648
1339,0.558661
1340,0.558686
1341,0.558699
1342,0.558712
1344,0.558777
1346,0.55879
1348,0.558881
1349,0.558894
1350,0.558907
1351,0.558932
1352,0.558945
1353,0.558958
1354,0.558971
1359,0.558984
1360,0.55901
1362,0.559036
1367,0.559062
1369,0.559075
1370,0.559088
1371,0.559114
1372,0.559127
1373,0.559541
1375,0.559567
1376,0.55958
1378,0.559606
1379,0.559619
1380,0.559645
1381,0.559671
1382,0.559684
1383,0.559709
1386,0.559722
1388,0.559735
1390,0.559748
1391,0.559774
1392,0.5598
1393,0.559813
1396,0.559839
1397,0.559852
1398,0.559878
1400,0.559891
1404,0.559917
1405,0.55993
1406,0.559943
1407,0.559968
1408,0.559981
1410,0.559994
1411,0.560059
1412,0.560499
1414,0.560512
1415,0.560538
1416,0.560551
1417,0.560564
1418,0.56059
1419,0.560603
1420,0.560642
1421,0.560655
1423,0.560668
1425,0.560694
1429,0.560719
1430,0.560797
1431,0.560823
1432,0.560836
1434,0.560849
1435,0.560862
1436,0.560888
1438,0.560901
1439,0.560914
1440,0.560927
1444,0.56094
1446,0.560966
1447,0.560978
1449,0.561004
1451,0.561043
1452,0.561056
1453,0.561458
1454,0.561471
1455,0.561509
1457,0.561535
1459,0.561548
1461,0.561613
1463,0.561626
1465,0.561639
1466,0.561665
1469,0.561704
1473,0.561717
1476,0.56173
1477,0.561742
1480,0.561755
1483,0.561781
1484,0.561794
1486,0.561807
1487,0.56182
1488,0.561833
1489,0.561846
1491,0.561872
1493,0.561885
1494,0.562429
1495,0.562455
1497,0.562481
1500,1
